Data_padrao;Regiao;Valor
2012-02-01;TOTAL COMERCIAL (CATIVO + LIVRE);6608140.75
2012-03-01;Nordeste;914305.0
2012-03-01;Norte;214609.0
2012-03-01;Sistemas Isolados;134404.0
2012-03-01;Sudeste/C.Oeste;4465976.0600000005
2012-03-01;Sul;1307533.47
2012-03-01;TOTAL COMERCIAL (CATIVO + LIVRE);7036827.53
2012-04-01;Nordeste;894439.0
2012-04-01;Norte;216398.0
2012-04-01;Sistemas Isolados;128713.0
2012-04-01;Sudeste/C.Oeste;4422448.77
2012-04-01;Sul;1194041.53
2012-04-01;TOTAL COMERCIAL (CATIVO + LIVRE);6856040.3
