Data_padrao;Granularidade;Valor
2006-12-01;Residencial São Paulo;2384052.74
2007-01-01;Residencial São Paulo;2440676.0
2007-02-01;Residencial São Paulo;2351043.0
2007-03-01;Residencial São Paulo;2413480.0
2007-04-01;Residencial São Paulo;2440438.0
2007-05-01;Residencial São Paulo;2458210.0
2007-06-01;Residencial São Paulo;2378151.0
2007-07-01;Residencial São Paulo;2368283.0
2007-08-01;Residencial São Paulo;2468106.0
2007-09-01;Residencial São Paulo;2484697.0
2007-10-01;Residencial São Paulo;2472577.0
2007-11-01;Residencial São Paulo;2537478.0
2007-12-01;Residencial São Paulo;2536673.0
2008-01-01;Residencial São Paulo;2516197.0
2008-02-01;Residencial São Paulo;2624776.0
2008-03-01;Residencial São Paulo;2508868.0
2008-04-01;Residencial São Paulo;2568569.0
2008-05-01;Residencial São Paulo;2607143.0
2008-06-01;Residencial São Paulo;2557202.0
2008-07-01;Residencial São Paulo;2583522.0
2008-08-01;Residencial São Paulo;2656370.0
2008-09-01;Residencial São Paulo;2625711.0
2008-10-01;Residencial São Paulo;2734678.0
2008-11-01;Residencial São Paulo;2692642.0
2008-12-01;Residencial São Paulo;2625315.0
2009-01-01;Residencial São Paulo;2738453.0
2009-02-01;Residencial São Paulo;2618139.0
2009-03-01;Residencial São Paulo;2695539.0
2009-04-01;Residencial São Paulo;2743559.0
2009-05-01;Residencial São Paulo;2698563.0
2009-06-01;Residencial São Paulo;2657294.0
2009-07-01;Residencial São Paulo;2753841.0
2009-08-01;Residencial São Paulo;2801539.0
2009-09-01;Residencial São Paulo;2788227.0
2009-10-01;Residencial São Paulo;2796243.0
2009-11-01;Residencial São Paulo;2718763.0
2009-12-01;Residencial São Paulo;2860870.0
2010-01-01;Residencial São Paulo;2824219.0
2010-02-01;Residencial São Paulo;2753910.0
2010-03-01;Residencial São Paulo;2835809.0
2010-04-01;Residencial São Paulo;2899400.0
2010-05-01;Residencial São Paulo;2794865.0
2010-06-01;Residencial São Paulo;2795205.0
2010-07-01;Residencial São Paulo;2721713.0
2010-08-01;Residencial São Paulo;2959164.0
2010-09-01;Residencial São Paulo;2936292.0
2010-10-01;Residencial São Paulo;2889998.0
2010-11-01;Residencial São Paulo;2870500.0
2010-12-01;Residencial São Paulo;2933031.0
2011-01-01;Residencial São Paulo;3044638.0
2011-02-01;Residencial São Paulo;2950718.0
2011-03-01;Residencial São Paulo;2989099.0
2011-04-01;Residencial São Paulo;2922397.0
2011-05-01;Residencial São Paulo;2909346.0
2011-06-01;Residencial São Paulo;2924865.0
2011-07-01;Residencial São Paulo;3002206.0
2011-08-01;Residencial São Paulo;3006602.0
2011-09-01;Residencial São Paulo;3137864.0
2011-10-01;Residencial São Paulo;3027007.0
2011-11-01;Residencial São Paulo;2998118.0
2011-12-01;Residencial São Paulo;3005043.0
2012-01-01;Residencial São Paulo;3078192.0
2012-02-01;Residencial São Paulo;3051458.0
2012-03-01;Residencial São Paulo;3184244.0
2012-04-01;Residencial São Paulo;3238470.0
2012-05-01;Residencial São Paulo;3039117.0
2012-06-01;Residencial São Paulo;3163701.0
2012-07-01;Residencial São Paulo;3002898.0
2012-08-01;Residencial São Paulo;3095647.0
2012-09-01;Residencial São Paulo;3216773.0
2012-10-01;Residencial São Paulo;3142063.0
2012-11-01;Residencial São Paulo;3296854.0
2012-12-01;Residencial São Paulo;3170896.0
2013-01-01;Residencial São Paulo;3336894.0
2013-02-01;Residencial São Paulo;3293154.0
2013-03-01;Residencial São Paulo;3178704.0
2013-04-01;Residencial São Paulo;3223864.0
2013-05-01;Residencial São Paulo;3196726.0
2013-06-01;Residencial São Paulo;3212287.0
2013-07-01;Residencial São Paulo;3160677.0
2013-08-01;Residencial São Paulo;3218118.0
2013-09-01;Residencial São Paulo;3222768.0
2013-10-01;Residencial São Paulo;3237625.0
2013-11-01;Residencial São Paulo;3273022.0
2013-12-01;Residencial São Paulo;3228839.0
2014-01-01;Residencial São Paulo;3461696.0
2014-02-01;Residencial São Paulo;3496627.0
2014-03-01;Residencial São Paulo;3315447.0
2014-04-01;Residencial São Paulo;3225417.0
2014-05-01;Residencial São Paulo;3254318.0
2014-06-01;Residencial São Paulo;3056443.0
2014-07-01;Residencial São Paulo;3216509.0
2014-08-01;Residencial São Paulo;3220868.0
2014-09-01;Residencial São Paulo;3169411.0
2014-10-01;Residencial São Paulo;3334939.0
2014-11-01;Residencial São Paulo;3421444.0
2014-12-01;Residencial São Paulo;3264325.0
2015-01-01;Residencial São Paulo;3735760.0
2015-02-01;Residencial São Paulo;3398284.0
2015-03-01;Residencial São Paulo;3111987.0
2015-04-01;Residencial São Paulo;3138293.0
2015-05-01;Residencial São Paulo;3061472.0
2015-06-01;Residencial São Paulo;2883429.0
2015-07-01;Residencial São Paulo;2996482.0
2015-08-01;Residencial São Paulo;3043716.0
2015-09-01;Residencial São Paulo;3012224.0
2015-10-01;Residencial São Paulo;3261673.0
2015-11-01;Residencial São Paulo;3179977.0
2015-12-01;Residencial São Paulo;3182336.0
2016-01-01;Residencial São Paulo;3307601.0
2016-02-01;Residencial São Paulo;3244949.0
2016-03-01;Residencial São Paulo;3198702.0
2016-04-01;Residencial São Paulo;3442383.0
2016-05-01;Residencial São Paulo;3109396.0
2016-06-01;Residencial São Paulo;3044937.0
2016-07-01;Residencial São Paulo;3071357.0
2016-08-01;Residencial São Paulo;3011324.0
2016-09-01;Residencial São Paulo;3153986.0
2016-10-01;Residencial São Paulo;3110775.0
2016-11-01;Residencial São Paulo;3171590.0
2016-12-01;Residencial São Paulo;3224289.0
2017-01-01;Residencial São Paulo;3418496.0
2017-02-01;Residencial São Paulo;3191539.0
2017-03-01;Residencial São Paulo;3443812.0
2017-04-01;Residencial São Paulo;3238209.0
2017-05-01;Residencial São Paulo;3212906.0
2017-06-01;Residencial São Paulo;3122230.0
2017-07-01;Residencial São Paulo;3150624.0
2017-08-01;Residencial São Paulo;3010047.0
2017-09-01;Residencial São Paulo;3316934.0
2017-10-01;Residencial São Paulo;3262909.0
2017-11-01;Residencial São Paulo;3277767.0
2017-12-01;Residencial São Paulo;3323375.0
2018-01-01;Residencial São Paulo;3366667.17
2018-02-01;Residencial São Paulo;3339408.12
2018-03-01;Residencial São Paulo;3457753.28
2018-04-01;Residencial São Paulo;3489463.34
2018-05-01;Residencial São Paulo;3312546.99
2018-06-01;Residencial São Paulo;3257080.46
2018-07-01;Residencial São Paulo;3191665.2099999995
2018-08-01;Residencial São Paulo;3069413.13
2018-09-01;Residencial São Paulo;3350093.4200000004
2018-10-01;Residencial São Paulo;3253356.0
2018-11-01;Residencial São Paulo;3411417.42
2018-12-01;Residencial São Paulo;3425288.89
2019-01-01;Residencial São Paulo;3744559.23
2019-02-01;Residencial São Paulo;3642284.25
2019-03-01;Residencial São Paulo;3516365.31
2019-04-01;Residencial São Paulo;3328708.8
2019-05-01;Residencial São Paulo;3457485.81
2019-06-01;Residencial São Paulo;3207913.8799999994
2019-07-01;Residencial São Paulo;3175923.4300000006
2019-08-01;Residencial São Paulo;3182353.81
2019-09-01;Residencial São Paulo;3305429.14
2019-10-01;Residencial São Paulo;3536855.91
2019-11-01;Residencial São Paulo;3601006.52
2019-12-01;Residencial São Paulo;3450850.69
2020-01-01;Residencial São Paulo;3594571.68
2020-02-01;Residencial São Paulo;3428472.41
2020-03-01;Residencial São Paulo;3460676.63
2020-04-01;Residencial São Paulo;3342502.11
2020-05-01;Residencial São Paulo;3267614.96
2020-06-01;Residencial São Paulo;3318000.04
2020-07-01;Residencial São Paulo;3447358.2700000005
2020-08-01;Residencial São Paulo;3463066.56
2020-09-01;Residencial São Paulo;3524277.9999999995
2020-10-01;Residencial São Paulo;3776131.63
2020-11-01;Residencial São Paulo;3610007.16
2020-12-01;Residencial São Paulo;3851949.72
2021-01-01;Residencial São Paulo;3925311.33
2021-02-01;Residencial São Paulo;3622261.98
2021-03-01;Residencial São Paulo;3726261.17
2021-04-01;Residencial São Paulo;3750048.32
2021-05-01;Residencial São Paulo;3430489.48
2021-06-01;Residencial São Paulo;3324784.7800000003
2021-07-01;Residencial São Paulo;3339974.85
2021-08-01;Residencial São Paulo;3340041.15
2021-09-01;Residencial São Paulo;3590529.63
2021-10-01;Residencial São Paulo;3473029.89
2021-11-01;Residencial São Paulo;3418351.6
2021-12-01;Residencial São Paulo;3685903.8700000006
2022-01-01;Residencial São Paulo;3529923.74
2022-02-01;Residencial São Paulo;3486158.04
2022-03-01;Residencial São Paulo;3867453.91
2022-04-01;Residencial São Paulo;3659876.66
2022-05-01;Residencial São Paulo;3420700.7
2022-06-01;Residencial São Paulo;3334990.87
2022-07-01;Residencial São Paulo;3420644.9
2022-08-01;Residencial São Paulo;3376389.58
2022-09-01;Residencial São Paulo;3464599.2
2022-10-01;Residencial São Paulo;3478201.1
2022-11-01;Residencial São Paulo;3599979.27
2022-12-01;Residencial São Paulo;3773234.41
2023-01-01;Residencial São Paulo;3597226.14
2023-02-01;Residencial São Paulo;3681363.98
2023-03-01;Residencial São Paulo;3885347.9
